aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
1.8232731221305458,23.0026110940971,0.016399903898233315,1.5735801107055967,0.004242085031207013,3.8143060275573837,0.46747201507457864,1.9634729760922456,0.927476820162913,0.15399903898233314,0.0008105212578017533,0.09629469132021579,3.895055969850843,1.5552606289008766,0.003189478742198247,2.1804237333650707,4.149990389823331,0.08673648804612273,0.07189478742198248,0.023789574843964933,1
2.7116981574947117,25.68762632497113,0.001,1.877740360664811,0.0075250978160477135,5.082181386497018,0.6478764672407157,1.7466411396478727,0.11687255459880715,0.3617951376515308,0.30371788788243337,0.12369695347556263,16.38602347585145,1.917316657182028,0.004318529913892644,15.682722469237058,0.48196869886473154,0.05050195632095428,0.17486472931499,0.038436277299403576,1
2.1017000039351266,1.5376313018840946,0.029775217374195098,2.0568530432387315,0.0050449565251609796,4.705608258251851,0.13730260849034123,0.4864034779871216,1.3753891293226814,0.7331413030646325,0.7331413030646325,0.06274121729549256,5.343683471690919,1.5401152181612205,0.00882017389935608,21.374051740961125,6.260997387574531,0.0879769563677559,0.22617869536131674,0.059550434748390196,1
0.5108453497096698,24.049207592938007,0.03802264020177118,1.2991017076426519,0.005197735979822882,5.124927901741982,0.1925963074901868,1.628988506633796,0.8426565658513643,0.8119244171505503,0.7864164757533986,0.024739637679631422,7.245426332711585,1.1822037618159407,0.001395471959645764,16.3705057466831,4.070686521766635,0.02802264020177118,0.3006792060531354,0.036045280403542365,1
0.07406287182004527,27.643881895787036,0.027968564089977367,0.0896856408997737,0.04406287182004526,0.04203143591002263,0.05187425635990947,0.025937128179954735,1.0462514872801811,0.0,0.007203143591002263,0.12371707680979632,1.45841630625742,0.9207739995091173,0.003218861546013579,0.707713696196993,1.365367901186744,0.08390569226993211,0.027968564089977367,0.02,1
0.11539335848345644,27.921260367995895,0.030351886499871753,0.1163339569976916,0.03887396320041039,0.060761303492433555,0.07055659499615266,0.031055659499615265,1.03,0.015483005994357231,0.007,0.142,1.69,1.0182980979933314,0.002,0.1908442474596029,0.7737235734949984,0.09,0.043723573494998454,0.02,1
2.4222187606039283,21.663869326536428,0.13885532894583036,3.0137727221314288,0.013423366581705357,2.3118757144849105,0.2778778438010714,0.8673096491296429,0.8067095147158035,0.46036433928062503,0.46036433928062503,0.12092819680195535,16.98390126627884,1.7765916171491964,0.006,5.290492883428035,2.2027435837743754,0.030117897566607144,0.2316505659325,0.009882102433392857,1
0.03189059333865994,16.968975050658145,0.03189059333865994,0.6975623733546398,0.06189059333865994,0.5623685093738156,0.028109406661340056,0.08637811866773198,1.114030680095879,0.0,0.0037243762664536024,0.11192034732747405,7.712735166533501,0.8139404920223718,0.0057403068009587895,6.383116989629492,0.08,0.012756237335463978,0.06189059333865994,0.04464683067412393,1
3.772590660574534,9.47063804636191,0.012619739985986981,2.7845860435593073,0.006166182009809114,1.2404208011210416,0.017859219957960942,1.330029079411453,1.1121117006305858,0.0,0.0,0.1289013000700651,0.8414078004203907,1.1690420801121042,0.004095791988789585,34.4202540196777,4.601516423040825,0.014760520028026039,0.23,0.03738026001401302,1
2.72,26.78720065642045,0.016514098165586147,0.32071311353491344,0.005162852454139654,4.800016410511212,0.6990314784334147,1.6427993435795516,1.0381691779870337,0.0,0.0,0.1419084588993517,5.502033119484536,1.8860298373822935,0.0014656720872568828,22.386769506197258,0.7553268686162189,0.016514098165586147,0.011628524541396536,0.05837147545860346,1
0.015256741934427984,26.38433325773825,0.054229774196716055,0.590879193606461,0.03577022580328395,0.08845954839343209,0.07577022580328395,0.4284336775080494,0.8118359998690698,0.0,0.005628370967213992,0.07716882257378188,6.099948258229235,0.7624455160984115,0.0053716290327860084,1.5878241612787078,1.0629848708526501,0.02,0.047946064524576136,0.06577022580328395,1
1.2265221109713007,20.41692974290701,0.009633131257864337,3.7738509334740984,0.007040763193570629,4.0754379432560555,0.08489158322847552,0.943070257092993,1.4616305277428252,0.0914136941997762,0.0076738944514349655,0.17378491473799862,9.590130175751957,1.60100606226407,0.005836947225717483,24.544952205869173,7.367120541299664,0.06122289580711888,0.18978316645695104,0.02,1
0.8773050771582596,2.166932143708477,0.04,0.5260483898786327,0.014145497532058422,0.43639112277307646,0.07075604873482909,0.30877351327571156,0.5537231215250715,0.19720429365697945,0.20204737169510628,0.11813407310224364,5.005036930953772,0.9869758050606836,0.0058487902530341826,0.1639516101213673,2.9051780968456558,0.050756048734829085,0.04616263417678061,0.052325268353561216,1
1.4845819532856248,28.894601845026536,0.43090963836603324,1.8582205067497575,0.0337614081172402,3.407690637122867,0.5803032127886778,0.9332756654527193,0.8386738204261827,0.6433522214031844,0.6433522214031844,0.15310229667851397,7.090206765097301,1.244791729396108,0.0063712098401415285,23.518656939698452,4.219413466163556,0.03185604920070764,0.10592802460035382,0.02,1
1.8663827963479613,20.75762072395269,0.03437459758682436,0.7749710262513538,0.004499678069459487,6.113226810533437,0.6950032193054051,0.9100128772216205,0.9212572434371615,0.44685689140709617,0.31015961276692805,0.11468697686287166,2.0249903420837847,1.2799806841675694,0.0036247585520946157,39.89432952731115,1.5311542256641975,0.06624758552094616,0.26876851100607946,0.04562540241317564,1
0.3042801283696299,28.45,0.9858733262016872,2.6948630277097045,0.08385272921772166,4.693578784637131,0.77,0.2798795099907261,0.4,0.59,0.59,0.178,5.5113697229029555,1.3279794030160346,0.004,25.222568486145146,4.83,0.02,0.1,0.02,1
3.1766878214661802,5.306148374078587,0.022218696422303306,3.0703880800594074,0.005610934821115165,2.8747937407047437,0.6472662947212087,0.8719575451599768,1.0772980269204788,0.10893825008775368,0.0011671955366545036,0.1618201115836374,2.0603490541919722,1.4911886787093271,0.006556260715539337,18.104683956770604,0.5168782146618014,0.08610934821115165,0.2577813035776967,0.03556260715539338,1
0.054993300597998895,17.83011761172402,0.04499478935399914,0.7250126544260022,0.05,0.6049828793059971,0.03999702248799951,0.8050349857660057,1.314981390549997,0.0,0.0019998511243999755,0.08549903230859984,8.24505285083801,0.13999106746399853,0.008499925562199988,1.305163018782027,1.5400923028720155,0.025000744378000123,0.034999255621999875,0.03499478935399915,1
0.663486764272271,27.50266530915613,0.036583163644516296,1.6517681647655067,0.003316632728903259,6.87579667248677,0.5101252545332255,1.2160122175948267,0.7789629997758019,0.4047043456461329,0.23766473302036079,0.06609467096493662,15.053932455788736,1.2173346908438696,0.005,7.229268835458692,2.761572982315494,0.016583163644516292,0.4497494909335489,0.01987474546677444,1
2.0851917677951826,8.55010715182492,0.05,0.6156433370107339,0.00385270856317087,6.563504549777053,0.3695033590751374,0.8129458287365826,1.0305587210404703,0.4412866740214678,0.29140573173079454,0.05765575303385548,10.447426651957064,1.4276749724194957,0.0012883748620974782,30.814153414236145,6.626264138166812,0.04576749724194956,0.20006208011560783,0.07570541712634174,1
1.7399773823316844,0.9392174307380288,0.037807599515936555,1.9059288300119335,0.0011096200242031722,3.2080759951593656,0.5260177924970166,1.6276281663575909,1.2140937876563822,0.15,0.0022192400484063444,0.15412077803954305,17.8171577198875,1.1704252111334594,0.006438480096812689,37.80463208713142,3.5234001808794937,0.09123039806374623,0.27192400484063445,0.036711399273904835,1
0.03205204438603062,24.462297400788586,0.04243494451746173,0.720122678201278,0.014486988903492346,0.3019293661847526,0.03794795561396938,0.4013940567968494,0.8877174647390103,0.0,0.001346096671047704,0.03638438668419081,8.766858717330063,0.8250074327637985,0.004140892232444642,1.5024349445174616,0.8318066879834746,0.05859107767555358,0.09551301109650766,0.06653903328952296,1
2.1321598464230913,28.253703629972964,0.00514126639868469,3.5893542859203507,0.002653884168213372,4.161825790146876,0.6387184555761783,1.291271660688345,1.2806358303441725,0.18308756709974416,0.18308756709974416,0.1950383474953599,14.242733743352575,1.1880826252320058,0.004128154442382171,11.32114054112532,2.225903011337961,0.07910193052977713,0.08487382230471319,0.027820386105955427,1
0.38132062886253326,17.13,0.33226412577250664,3.1263867937113745,0.11180660314431266,3.953995302526307,0.2,0.06264622201018867,0.13,0.94,0.94,0.0096716950927008,6.06,2.1482688232461995,0.002,32.011933968556875,4.64,0.04,0.05,0.02,1
4.326802654448824,20.660566471767577,0.021040796334647165,0.5340882287913541,0.002368026544488239,1.182072997342657,0.4668776109960585,0.7417817664803559,0.8061698214606484,0.37286433875193903,0.37286433875193903,0.10014819402914174,15.616019908366178,1.5143880549802924,0.005631973455511761,2.5338547638230127,3.944904155484297,0.05368026544488239,0.19721061779529558,0.031040796334647167,1
2.009968537254781,4.636028316470697,0.022451533808829433,1.2329551655880628,0.0037998426862739043,2.20060658004943,0.5590228104902839,1.6555239903432297,0.6209850551960209,0.6165011798529457,0.6165011798529457,0.10060204507843924,5.485855271371992,1.3895192709314468,0.0038502752990206674,37.75704483441194,6.336461851421422,0.05449960671568476,0.38250589926472855,0.011000786568630478,1
1.9111501368822879,1.1423424215974474,0.02444600547529152,1.8184012381751813,0.005277699726235424,3.4820202401535303,0.33716680562715096,0.5149929753611882,1.0984152874528048,0.6889060602282068,0.6889060602282068,0.09704626742201544,5.1023143230422,1.4411360876046644,0.008444600547529152,22.4302519350558,6.371093939771793,0.08444600547529152,0.24110798904941697,0.05722300273764576,1
4.3673940188251,9.14496223044061,0.016302990587450057,1.4153927082109516,0.0061514952937250286,5.586289884445968,0.5853302752336542,0.866184677703596,0.3405487906541953,0.28854748004004716,0.22614787322429158,0.1506789348264348,13.078784105807756,1.436664482309753,0.003957607530039956,26.09623400453941,1.5852185154205412,0.022182056475299663,0.06260598117490011,0.06478803765019978,1
1.0346835586261527,2.22,0.001,3.32,0.001,7.85,0.06,1.69,1.37,0.5982230116327016,0.5982230116327016,0.161,2.65,1.9,0.009,41.23,1.8,0.04,0.09,0.01,1
4.075361015994101,10.166215264069555,0.04070501148128501,1.8523929218874127,0.0013525057406425065,7.938274483342174,0.36018565443324574,1.8770683237323882,0.6360296096363096,0.07762528703212532,0.007576993111228993,0.10163451033315651,6.9612607863684,1.69705011481285,0.008365489666843489,5.273321194053642,5.525658300769818,0.03788496555614496,0.11858997703742997,0.010705011481285012,1
2.2926287080670154,10.403802040232447,0.009588894105281048,2.3704075291232245,0.008817286269013798,6.650309018714742,0.7840125485387074,1.0311733321654322,1.324420077661932,0.3991356865493101,0.029813240022225185,0.1132740705964793,14.242234666433086,1.2463949805845171,0.0029086431345068994,22.32439310268334,5.834617098478897,0.060913568654931007,0.361827137309862,0.04045678432746551,1
2.117340750820379,2.1047380874230637,0.03,1.851673035691889,0.0013292865749788478,7.522348246561706,0.41811076162383665,1.7847496987574032,1.1907018136868126,0.42213204387743253,0.0064237484937870164,0.10837784767523267,15.649013786512269,1.7721320438774326,0.002753035068765864,6.454669890306419,6.849635791748097,0.05246964931234136,0.2550607013753173,0.048353567125105766,1
1.6612293063144086,10.449034917649566,0.12639452819334251,4.177465801208391,0.09675082774742366,2.781262416211355,0.046373290060419535,1.5837329006041954,1.1063308137945735,0.0,0.45830345476128614,0.16309650823504335,2.31673433832011,1.5100849525316917,0.004182397403625172,31.886616275891473,2.5002005095652065,0.02,0.1136054718066575,0.025450683975832188,1
3.196280652454864,10.295328299718845,0.011319174870227953,1.7083527031740127,0.006086228933708205,4.324620574078118,0.5803474720449846,0.18741313198875384,0.8334491573483283,0.6334491573483282,0.6334491573483282,0.15212998247810028,12.526692624797267,1.5266409060506076,0.0020862289337082057,27.13589424321398,6.759150492213677,0.07456885533145897,0.2479279492808512,0.02827542132583589,1
0.014484745667345703,17.0770869388066,0.0034081754511401654,0.6807657021620553,0.0279550947293159,0.38816350902280333,0.08726540360912133,0.09192861407899058,0.5868624124531773,0.04856650017874735,0.05314047824735483,0.1430805982311888,8.665924026889662,0.7106735790602615,8.520438627850413e-05,4.705428912631925,0.16520438627850415,0.0034081754511401654,0.03,0.0008520438627850414,1
2.582759051306731,29.09561170796058,0.03852280718812143,1.3346561340395071,0.0019507602396040477,2.398870189425957,0.45049239760395954,1.540984795207919,1.1404923976039594,0.6499637461584691,0.6465662026911484,0.13146994204357237,8.422223367306556,1.2083707592673119,0.007803040958416191,22.211143875683415,3.8664736765345356,0.04,0.12821871134650237,0.020492397603959524,1
0.7315313092505704,23.470995280423924,0.6571286186828166,1.986515812626806,0.08041346761544312,2.0537212085389878,0.2627259281150629,1.5565925898561714,0.9582006763361071,0.20340741014382863,0.2046677468342147,0.07314855252687336,12.109272733989398,1.9290505035579117,0.005849158274034805,14.205757553368674,0.23313939573050602,0.05520673380772156,0.056715151067373494,0.017396633096139223,1
0.18551638268147247,2.730364994202662,0.07004562427533279,0.6700912485506655,0.0724802987245857,0.39423890297215447,0.17732476072507475,0.46677726942108133,0.6360182497101331,0.04579012833346918,0.005805474913039934,0.10910493583326542,4.136445461157837,0.6394981329713394,0.004597262543480033,8.725226044059767,2.18937785311505,0.05004562427533278,0.12560763123213803,0.03800912485506656,1
0.06785621674824624,28.049400903117693,0.016071891625876883,0.40178432512236933,0.018095855501169177,0.11583225287295394,0.0740479277505846,0.4128497339859699,0.33918719541387504,0.0,0.006404792775058459,0.08167908078846457,7.178536236433357,0.7484553136305535,0.0014047927750584588,2.158442348106001,2.1861787454777857,0.05190414449883082,0.002023963875292294,0.024167747127046058,1
1.6774771945442168,17.796699438256812,0.0252135804856955,1.069418456021272,0.007009706307385276,5.870484480904875,0.5121358048569551,1.6063103514970123,0.7062137056553538,0.05844657358616156,0.006679608409847035,0.07779608409847034,0.42,1.8367960840984705,0.0073398042049235175,29.23398042049235,2.9068939816367116,0.016699021024617587,0.17009706307385275,0.05330097897538241,1
0.6354341778548631,2.0963712994209427,0.022727071067869933,2.2909082842714796,0.0028636464466065036,6.466822114176536,0.2872751471855608,1.4831801040768944,0.8895491852444062,0.3172684924252686,0.09444770920079071,0.13718165685429595,8.233588772017304,1.5018232233032518,0.005545414213573987,47.861367972040796,5.257321730507606,0.1,0.10454585786426013,0.004090606601804898,1
1.0828279573415494,7.2232265222875585,0.03914480284389672,0.242662724636737,0.00578620071097418,6.109737634126761,0.47289605687793435,0.138056273446596,0.8574344085316902,0.3987172042658451,0.002957240142194836,0.013029139950528151,15.025024017495891,1.786647310911972,0.001042759857805164,13.041117563029342,6.185928312828639,0.050427598578051645,0.0978620071097418,0.04828960568779344,1
0.8781602481455719,29.28749860403384,0.04,1.796898382433201,0.008156197651268952,7.0015396410541095,0.7690549966818833,0.28374651008459684,0.6493774429407821,0.14344639928427805,0.14344639928427805,0.08078154664280926,1.5694388654518778,1.290639308653153,0.004687604697462095,12.88249022823687,3.3972152448274553,0.04843802348731047,0.12125628184772567,0.058438023487310475,1
1.1835240318928189,12.21,0.5373321420631585,0.7304866895387552,0.10406038946602882,5.694060389466029,0.8,0.0367575486832536,0.93,0.62,0.62,0.016888011452057358,19.701363230248806,1.9232424513167463,0.001,31.551363230248803,4.21,0.06,0.07,0.02,1
1.6313474072839296,10.627426678973245,0.044791017284773804,0.2064628790065834,0.0057395508642386905,7.3012227259605,0.8222832247020595,0.8169120147678931,0.37469431850987506,0.22926076791399397,0.0014791017284773804,0.08916406913909522,4.378228251720965,1.6910293284107023,0.0020835930860904784,5.057560923643654,3.657751133411125,0.028231439503291683,0.15729880986748815,0.03302245678806549,1
0.1658389733351415,22.880069926432277,0.268322053329717,3.4631416212225803,0.02217523659237159,6.189781235060858,0.575692381238854,0.770800640503136,0.8344542108574335,0.4864952681525682,0.43039287832622475,0.04637212503759959,5.570074419253433,1.5343797916040007,0.005160577382742837,27.30007666566401,1.9773725743197152,0.050802886913714186,0.10700721728428547,0.04321154765485675,1
2.049031536964857,15.339219884323605,0.05,3.214179794961498,0.006559978619006876,7.566191554507716,0.7330016035744842,1.5515923028424754,0.6984023519092436,0.08580416929365908,0.0004400213809931235,0.1310005345248281,3.434620632658364,1.6755997861900687,0.0017799893095034383,18.161780650201223,4.219015501220015,0.04559978619006877,0.4122001069049656,0.04660032071489685,1
0.05379020196419692,7.467248817255097,0.04459673398806564,0.4568580149428145,0.015403266011934362,0.08080653202386873,0.02540326601193436,0.0729836699403282,1.1410489901790155,0.0,0.004217713791645947,0.05545125909497762,2.938139492317255,0.26790201964196914,0.0037580403928393832,3.12363188684734,2.777105458577822,0.05322612809547488,0.052983669940328194,0.03758040392839383,1
0.9735520699085289,9.698031370823239,0.004008948314439819,2.3797315505668055,0.005659706866546807,5.635938287092481,0.2134625867641307,1.4304175880071917,0.682358961316553,0.2205667265811886,0.2045905887530281,0.0731789662887964,12.683435330896732,1.2034029313345318,0.0023343275904933133,35.96853844197483,0.9112527640215747,0.06325379276053493,0.0599701722852006,0.07328362047533434,1
4.03157994681883,4.996995530101321,0.02060077711869491,2.9549399631822673,0.00397233340151432,3.1905121388141486,0.26703555464647577,1.7525688743436119,0.6069566741665752,0.5324111133838106,0.5324111133838106,0.1558102194040748,6.5637555873733495,1.1943477752778082,0.0027035554646475733,36.27162113997439,7.478299979545704,0.06675888866161894,0.1783400040908592,0.0405533319697136,1
2.4459496637943254,27.204005393164895,0.03,2.3890749569316383,0.0056443645457052785,5.803583320367416,0.2740053931648937,1.7082218227285264,0.814225418171789,0.14066906362884166,0.008288729091410558,0.16221912614607953,15.926847741038218,1.1971127090858944,0.00591109113642632,5.582052133927306,3.945298577381796,0.01,0.3662236204501576,0.01,1
3.3930947175747685,10.785423601825794,0.04835504972153638,1.080863160303154,0.004835504972153638,6.345097591491079,0.1983550497215364,1.1448045525061725,1.2939413922030187,0.044413657518517724,0.0013159602227708956,0.15229479335706464,2.271286497617279,1.4450651491646092,0.007835504972153639,22.268501833725658,3.8152768178216716,0.02671009944307276,0.0674429614170084,0.07,1
0.09317303526913209,17.161178623972905,0.06805281172098115,0.7850730005309432,0.05341348236543396,0.6483168703258868,0.05829325881728302,0.47271575258513215,1.44,0.011947188279018854,0.003341348236543396,0.08653842821530566,8.241588683639698,0.1761056234419623,0.008487977645184906,0.21170674118271698,0.8090618231233965,0.03365392946173583,0.04170674118271698,0.07170674118271698,1
4.019387701486231,21.103537651769148,0.01,1.387537389051678,0.004137415323425129,3.9601227224202233,0.4346938507431154,1.7198095363198795,1.0075917134183305,0.0,0.0,0.12219998686412653,11.71600026271747,1.5940272278626937,0.0038625846765748713,20.352027359221427,3.2232922069287007,0.0644081552229346,0.22118368955413079,0.06,1
3.718280291596153,21.516533539763163,0.030345293852226646,2.271794077833997,0.0029654706147773354,3.232119089114364,0.2689776401578928,1.2061950067682206,1.3486255854483797,0.6282667698815805,0.40429115798087356,0.03272444100394732,0.6031008838127535,1.7434596993795528,0.006930941229554671,4.130006760857286,6.5672376491821876,0.07930941229554671,0.25758970389169983,0.058964118443320064,1
1.81353905479502,18.89008232007999,0.02937585750083325,0.7672564697633564,0.008812757250249974,2.6539918152349773,0.10997255997333594,0.8355349624125086,1.1669616075841585,0.802482849983335,0.802482849983335,0.1117503430003333,10.722743530236643,1.3755898424658368,0.007812757250249975,26.287057647677486,1.8457133225858247,0.024993139993333982,0.043744854995000484,0.04187242749750024,1
1.676287978221642,28.931056257083366,0.04,1.2701605947713426,0.003311920697154311,3.3629090479216446,0.3188079302845689,1.4711241633993988,1.1891970261432867,0.5980049564278556,0.45894136252949863,0.12681655511991982,8.472384139430863,1.4099073115446896,0.006688079302845689,22.812452045746895,3.2489933071951893,0.04983940522865733,0.0968807930284569,0.016720198257114224,1
0.06370182166028532,23.74262176426558,0.09185091083014266,1.0270182166028532,0.043701821660285314,0.08108005739470764,0.06629817833971469,0.03629817833971469,0.6137018216602853,0.0,0.002110546498085593,0.11607454458492868,7.319335089834651,0.6774036433205707,0.0026298178339714687,0.38740364332057065,1.294781879054993,0.021850910830142657,0.03814908916985735,0.025552732490427967,1
1.8995710284710854,14.96010040849175,0.03,3.0552789496694204,0.006363377097107482,1.6666811232851317,0.44434911743801897,0.7894706199793362,0.1460228154545416,0.8552789496694204,0.8552789496694204,0.1798168854855374,11.386738161921485,1.9367096426033088,0.0011273245805785038,31.815507104214834,3.5770815754958694,0.03,0.385622363243804,0.04745350838842993,1
0.8094804552169531,29.492848978137413,0.23339138413570265,1.7330231305445214,0.027344562473553154,2.873294333543666,0.18291464934486357,1.5464573246724318,1.218829568019006,0.134236372517723,0.134236372517723,0.10461433116810795,4.477259503062244,1.3882015420363014,0.00786240362273116,27.72738793303887,1.8404995960060815,0.05862403622731162,0.33174421736386966,0.05089922898184929,1
0.6748103909381358,23.983004612825788,0.07361155622469742,1.7914867683261488,0.017710172376961278,5.259468317023,0.4791502792415256,0.35312600150556916,1.1039907743484256,0.0,0.0,0.10495144452808718,7.821820830196731,1.4221699441516948,0.005409711094382565,27.61735955321356,1.3437028407357152,0.038072833207869236,0.12626705509552055,0.013975722264043589,1
0.4018633307759019,26.634394047478906,0.0053277903597046495,2.817820050999765,0.006076537617909045,4.485025054835912,0.8063394083134082,1.092446457552744,0.5609316653879509,0.38753758225386814,0.287863776594234,0.09701503290154725,4.153095654194798,1.6041594593131732,0.006595672022386305,32.83590661055204,2.9040113593893615,0.05633940831340828,0.2816970415670414,0.02,1
3.0480132104063733,13.572454845691054,0.014386288577236516,1.6909399839838837,0.0031931442886182575,3.499096913821079,0.2694765971951286,0.966262384755975,1.0664614508942407,0.28247329459353526,0.2588957066179286,0.12475451543089461,3.8819829178045975,1.4238813346748465,0.006806855711381742,15.08088463727644,6.301065254512224,0.03,0.4756137114227635,0.03245484569105394,1
0.24225410905151196,19.70484737803605,0.057419775632817874,0.7125750065202404,0.050258805113759464,2.5593086355165973,0.10225671797498279,0.3235429167733676,1.2503208974687285,0.3341873206342954,0.3341873206342954,0.11941925384812371,1.1370910513936767,1.0045160448734365,0.005903208974687285,3.1454839551265636,3.2793712496798975,0.031935820506254306,0.1851578398108934,0.06903208974687285,1
1.9919723652247001,10.437913127316746,0.02089654485460874,2.610132277233982,0.007489832183215161,0.49410266626479316,0.2685765056501225,0.21406712671393577,0.12733859786051308,0.5561184598463323,0.5561184598463323,0.13728647584751838,13.16143138315586,1.8581697929787289,0.006489832183215161,48.154473839385325,2.4135893349408275,0.0651016781678484,0.025305034503545185,0.025101678167848394,1
3.7010578712062623,17.404358020233268,0.03275818757025441,2.366611927734638,0.0012758187570254403,3.945314476956555,0.717947059900587,0.33343831411585134,0.5010201898183954,0.6231108113056751,0.6231108113056751,0.06893073129917808,18.78483624859491,1.5113853740164382,0.002930731299178083,8.026183941223483,0.9895217716383566,0.0427581875702544,0.4431108113056751,0.061725437289236795,1
3.4386192318384,4.249325015583934,0.049162142411887606,0.7783007930958938,0.006167571517622479,4.592544372093805,0.5326764459363834,1.4677270831929392,0.1886500311678676,0.9557564210020892,0.9557564210020892,0.17201085821146977,11.311776989689335,1.0942978700552595,0.006,9.778944978182492,0.8057021299447404,0.06335143035244958,0.22162142411887606,0.07748642723566282,1
0.4083696125649221,10.364130450151963,0.017728260398568837,1.0108695840572466,0.004880434757819413,4.2771739601431165,0.7683695441465006,0.304782632493364,1.102282592582618,0.7040217378909706,0.7040217378909706,0.15315217207863652,6.932391327649753,1.3810869629669529,0.001,24.315760883199324,1.222608820590161,0.06163043304735888,0.07315217663986462,0.028804347578194126,1
4.381959781476729,16.28929675686457,0.0436080437046541,1.7357386958031027,0.005852260839379453,6.238362199118157,0.7946030454403354,1.0880099965286372,0.7442915261915306,0.4176984772798322,0.11236777869963921,0.17575276066581133,5.602632802617526,1.6152563059325786,0.0020653260492243166,16.585939788419456,5.16250261533652,0.0363919562953459,0.33477391606205464,0.07213065209844864,1
3.4064426349422425,2.260470888236428,0.02199058223527144,2.009246578821715,0.003900470888236428,2.8707127581757788,0.4172024819416641,0.16535959199845784,0.768816353587793,0.009952911176357188,9.952911176357192e-05,0.03236044538814005,9.477061215470735,1.6970612154707356,0.007199058223527144,44.4191866383558,7.208473880180019,0.02900470888236428,0.24507063323546424,0.07900470888236429,1
1.4473260166757922,2.3140833718203995,0.039436595039573905,1.9294365950395738,0.00854927603165912,4.424233422059334,0.041409388496191774,0.5600035043805061,0.11366476052814922,0.02591662817960057,0.00039438347229826955,0.16578859172557125,17.77450198311265,1.158874942269401,0.00960561652770173,7.615067140263329,4.4136682649086545,0.0877463801582956,0.1845072396834088,0.0311268099208522,1
4.105462073771161,9.949103456285268,0.18548323938496825,2.167884841122103,0.03885855137973347,1.564439329647496,0.34518206912570537,0.23542000696818322,0.3001958710395003,0.0,0.0,0.11742579215833836,10.168922048221155,1.9481793087429464,0.006740896543714732,37.995462073771165,1.450237937842478,0.06777310368855805,0.06959379494561166,0.02259103456285268,1
0.6394344386175971,13.986394258437473,0.14260208498052257,0.3932607260992854,0.06680259835956232,4.170845617856588,0.1426018125588209,1.2052036251176417,0.6004383676213041,0.48454471157717727,0.4122624757293792,0.0962664047330862,18.785769186500044,1.5856108753529254,0.0056300906279410454,16.66018942853314,2.852412384025681,0.02369909372058955,0.2056108753529254,0.048526585988968286,1
0.0771883989296977,16.368202307954,0.0771883989296977,1.485970760398815,0.016869606421813794,0.2553331753830471,0.05750719143758161,0.04405800535151149,0.6080584792023701,0.0,0.00328116010703023,0.11616514940400724,7.7142617348580895,0.7881735422036759,0.01,8.343477951836396,1.2641466718567838,0.0703187925078839,0.03249280856241839,0.04,1
3.6400353980932607,24.956001813261626,0.035463241960520676,3.0154632419605205,0.005546324196052068,5.687673990686307,0.11102214548676881,1.7460070796186522,0.5515961148811336,0.2076031944997858,0.002731620980260339,0.06199698682637667,10.93194862940781,1.040830822355314,0.004185296784208271,15.062814849856384,6.073801597249893,0.06361027411843796,0.11805137059218983,0.04824269372364475,1
1.204371502973066,1.0324750967794019,0.03138981123039253,1.8647120764656822,0.0027220377539214943,3.570102456399495,0.3834911302230468,1.6293216965318693,1.0159994312965797,0.2662375483897008,0.003291528315441121,0.13932198088357944,17.504100181585812,1.318034341700972,0.003847452807598132,36.82020206928188,3.1751854671348227,0.0741694336911776,0.22847452807598131,0.027084716845588788,1
0.5396661771422023,10.37,0.09860643700218091,4.48807656693217,0.077644720468266,3.3085574251991274,0.06,1.72,1.06,0.2998529645908402,0.63,0.171,2.4925513267439467,1.6728361377986913,0.005,30.979038283466085,1.5,0.02,0.07,0.02,1
1.4506203361588748,19.608294997845785,0.030542640425233546,1.1897669127990762,0.001,4.637906826605143,0.4251939319065393,1.1614731446635458,1.1892248872289704,0.44806221807242574,0.44806221807242574,0.14634106191635562,12.360077695733642,1.1201550840397188,0.0059457359574766454,11.077829438299066,2.395814575492978,0.019457359574766454,0.37596904467756903,0.07581396063785031,1
2.8061452431995355,12.713500169932514,0.03,0.7408857825387793,0.0012058643024274772,1.8982284349224414,0.10734878955831975,1.2123579953203063,0.9770739859609191,0.002058643024274772,0.0014410501169923407,0.05102625292480851,12.599456529979856,1.3197067848786261,0.006176542790290091,5.012333446621676,1.2578922595784632,0.016175929072824315,0.2011789976601532,0.0638240709271757,1
3.2158493362671394,4.34669126145508,0.01569177728881007,2.7603594212184785,0.005284588864440503,2.4929689713953893,0.7288527838898742,1.4104283736731693,1.2176267882905836,0.20031511795665904,0.0021462334066784895,0.13734416483303777,2.7065140484078034,1.6347808996461786,0.007861644542237985,19.57650422137333,0.9084933626713959,0.08284588864440504,0.2643082227111899,0.04861644542237986,1
1.1412839486992412,18.822320715292275,0.011283948699241372,1.2831354840740676,0.006743210260151726,1.7815555382931723,0.7664197434962069,1.5453829769031735,1.0263457442257935,0.8970865137371729,0.8367409248728284,0.10410619508880009,11.421332763674686,1.900395180647035,0.005,11.125530975444,2.4753082008255154,0.02128394869924137,0.17953082008255153,0.02,1
