aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
2.44415360889933,4.0135674559954735,0.023059626061832338,3.3828347648656525,0.0016119252123664675,5.358592725281641,0.1689540169893174,1.8836558866801558,0.3820136430511497,0.15298130309161684,0.15298130309161684,0.17101465382259642,5.582531580699257,1.3271652351343473,0.0033059626061832338,36.227839818722885,5.382511365270323,0.035298130309161686,0.30739009633052694,0.06694037393816767,1
1.538307365315481,9.127356262988773,0.023868887790838643,0.8921977459343206,0.006226222441832272,1.7213326149196142,0.2957925852722576,0.9499355215159978,0.501923697481419,0.37454594166464616,0.002613111220916136,0.12154970439913552,1.8208866238427068,1.7806985467018082,0.00364481463180644,45.48761417692478,2.5381354226914756,0.06386888779083864,0.277759268409678,0.03515851705445152,1
1.0293544375743868,28.14797939536729,0.0374368561052278,0.24386340989410044,0.01620206046327103,0.4787745102084404,0.2831056831568341,0.05231056831568341,1.03,0.32722166863002333,0.007,0.142,1.69,1.3867165174718459,0.002,2.4226096731467583,1.0500373881038843,0.09,0.3200373881038843,0.02,1
4.013797654124037,12.076011596987035,0.03058457744376314,2.9958872300749824,0.004883084511247372,4.336844908254905,0.38242122104975473,1.2358872300749826,0.5946766195501051,0.44655471879344777,0.44655471879344777,0.07465961744307989,14.910124366912052,1.2558872300749826,0.0020584577443763137,16.475907957893657,2.360750399993168,0.02647180751874562,0.2905638496250876,0.051169154887526276,1
3.0990158158804118,3.444200906252132,0.01,3.183464820029555,0.00507157390815051,6.390052833954755,0.5313379499261115,1.4418259382516763,0.7157259126520408,0.3030500127998178,0.3030500127998178,0.14275518509037172,4.983879627259293,1.420601863703535,0.00424481490962828,45.802167564385584,0.681525006399909,0.044387962725929306,0.2815250063999089,0.03,1
3.883045405639084,10.278093991332653,0.001,2.7665374793858533,0.005811615618212046,6.297833154009975,0.44188384381787954,0.6785628242898056,0.5992703297201694,0.3505733926274466,0.3505733926274466,0.15105881691937578,14.82262829066402,1.6275427635546738,0.001,25.34709609544699,5.636798316708532,0.07188384381787954,0.3026061258145546,0.033767687635759096,1
3.5076143096657537,3.565137341654254,0.048715593730040516,1.817706437619757,0.008357796865020257,7.11669699808389,0.4218349065893112,0.49788984325101293,0.9711010006387035,0.3137613742814586,0.0026146781190121552,0.09506420614221879,2.2551370582286703,1.792844062699595,0.0010275250159675862,50.167156220725985,4.120182555354505,0.018990843889716377,0.4281650934106888,0.0822935623802431,1
2.641499166011548,0.838583194335258,0.02986932765895968,2.862943693583823,0.006298487375722581,1.1819189049422016,0.7654470581502903,0.25324621843930645,0.40764789786127414,0.0,0.0,0.03974277333525967,13.480192442601144,1.596492436878613,0.003026134468208064,26.070082360346806,5.510330246763016,0.06311554609826614,0.2168844539017339,0.049869327658959677,1
3.813901493126002,26.1359753732815,0.010995895546916747,3.416221640466496,0.005,3.0866018680509244,0.6881313424986641,0.22875783726808804,0.6358111951581703,0.4,0.007900410445308325,0.15618686575013357,11.605031349072352,1.4937783595335044,0.007502052226541627,8.98741193186064,1.4224951522707598,0.05,0.28394253765683447,0.07,1
1.6949985454137804,7.1586027178778515,0.039824612441621735,1.259906487875933,0.0010175387558378265,1.002809110106491,0.729298449766487,1.777281492845137,0.32894767464973046,0.002893894713241353,4.384688959456595e-05,0.06139462200635109,1.8775416650102654,1.3686845933121632,0.00992107559872978,31.47894767464973,4.748520842443541,0.010438468895945659,0.23824612441621734,0.020263081337567396,1
1.9073526475705167,23.857471817841354,0.027497584386401912,2.044834127866265,0.005249919479546731,4.489900154637946,0.4750177144997193,1.875037039408504,0.6900386498175695,0.14251529888612122,0.0007500805204532695,0.11449468565008422,4.557246360572201,1.6200096624543923,0.003749758438640191,1.592657014883876,4.53749114275014,0.08750402602266348,0.07,0.02999677918186922,1
0.08107446373099107,16.78213881601206,0.02,0.557711437952276,0.07151173652517057,0.428785901683267,0.06107446373099107,0.43793605700576776,0.6512343212165715,0.06554228759045519,0.07179016297876145,0.031066976429208006,1.3342330933560531,0.7828186917540623,0.008925536269008931,8.646086621615108,1.4356920336261165,0.05677660880702679,0.09570214507603574,0.018925536269008933,1
0.4617470959378229,28.28,0.5614181623563157,1.5854677933646892,0.07584794096133976,5.261418162356316,0.05,0.7474709593782288,1.29,0.43,0.006,0.108,9.541264520310886,1.9427851106974878,0.004,29.054480992620167,2.12,0.07,0.07,0.01,1
1.7530760405722603,12.012267874574706,0.027563328184540124,0.8487093224176613,0.0031954160230675153,7.323679121614726,0.525404082998777,0.44147164864589045,0.4826658706620841,0.13611579343018593,0.0008781664092270061,0.06512665636908024,2.3608563937806264,1.3524848995985324,0.005048251158478473,6.660687596539873,3.841495762537427,0.004390832046135031,0.25144753475435416,0.03121833590772994,1
0.8012522844827861,13.949115129310336,0.008333557758620946,2.0554525344827743,0.005385976724137945,2.841232086206901,0.20333557758620946,0.1075425603448261,0.8877128017241306,0.5308781379310356,0.5308781379310356,0.16813955948275772,3.460844474137894,1.6096527844827628,0.001543906896551778,14.21528229310347,5.4515995000000235,0.042280465517241114,0.21211022413793668,0.016140232758620556,1
1.0390800142767238,1.57051273834012,0.03853857193845442,3.731935772922258,0.006,2.748888411325312,0.8288500178459047,0.5586871188926422,0.9848586290453494,0.5977000356918094,0.5977000356918094,0.07530043055997224,9.549822749047664,1.7123814137848217,0.00473071403077279,40.4518686754447,6.712692859692272,0.07292285612309117,0.3980785790768163,0.06561571581536327,1
4.0087098821454,25.817096565767635,0.006612899649267113,1.8967740936519435,0.0027741930550713263,3.0832254093324174,0.32258065626089516,0.9035482637678315,0.8887096909855385,0.025161274289818097,0.0017419343739104836,0.180838710417393,15.513225715188195,1.7625807327248395,0.006,5.559677451420364,4.696774284811805,0.0664516215362518,0.10999996176802777,0.04225806944928674,1
3.609206287462528,25.137420434253215,0.01568593883794742,0.793571706418625,0.004,4.789828807353185,0.6876531009169464,1.7778515290513144,1.2892234067272093,0.4889907400634782,0.4889907400634782,0.158747179204726,0.9497844526009505,1.2945124892964206,0.00684296941897371,27.948446813454417,3.0423468990830536,0.05548751070357936,0.08882655045847322,0.05588436697231547,1
0.06606421683953886,27.39159768934323,0.02858104421394817,0.4850336547488186,0.02858104421394817,0.10445106420582126,0.07464526105348705,0.40315899576979797,0.0909036747406917,0.0,0.005303210841976944,0.06756758231442073,7.451866927333774,0.598513734716311,0.002625841368720466,1.8510228304454746,2.8231071495626523,0.050709477893025906,0.011613152633717608,0.01929052210697409,1
3.151841510675396,21.66351348231254,0.0373902036777331,2.2997468458786128,0.004695101838866549,6.064957615240438,0.09565877793360142,0.5718326873926866,1.3986824441327972,0.762195926445338,0.762195926445338,0.05212669250429254,18.095346169705227,1.1522212418574767,0.00347804073554662,6.981342871279342,3.823867898082483,0.047390203677733105,0.3425591654979895,0.043048981611334504,1
2.051503324651552,1.9027941323614606,0.03,2.127410198023718,0.0017540849400713692,4.505571891609992,0.2509885721735934,0.8341013131842988,0.36477127670864745,0.0,0.0,0.1508995054713477,10.377083402818009,1.6211519697764483,0.004475490359571785,11.075040766019104,4.178848030223552,0.059836602397145236,0.3621323553935768,0.05262254820214107,1
0.07181331791355838,14.96,0.01,0.17,0.002,6.21,0.0,0.81,0.24,0.15,0.005,0.005,16.78,1.58,0.002,18.68,1.67,0.04,0.0,0.03,1
2.495812578003418,7.022916897350559,0.022371625362441507,3.5487612487918616,0.004412387512081384,2.7821757579737127,0.2667072545909257,1.1198041326112715,1.0089571161805901,0.3299100096651068,0.3299100096651068,0.07692906340610375,3.284393846125493,1.5514505053158087,0.005113287415430316,17.70368448018653,6.046315519813469,0.04474325072488301,0.16876124879186166,0.028867125845696846,1
1.8388145756319823,3.6126558238346584,0.038644111983999224,3.3648588159786654,0.003485881597866563,4.683782688949379,0.5301704636479829,1.4336148323573508,1.0011880314239718,0.0,0.0,0.1401129472170675,7.612152254058572,1.4072882239679985,0.0073502927962664855,37.409211455125295,3.3605061768320406,0.02,0.17870006418134216,0.0637852960053336,1
0.028572747470776393,6.353207158629059,0.05333641076514492,0.2857182424123292,0.07761816835281574,0.025236336705631482,0.022854505058447216,0.09,0.5542909898831055,0.0,0.006714549494155278,0.05713810910520499,2.1838460133581465,0.4785542828799069,0.002380908417640787,4.006709750712028,0.40952732658873703,0.05380908417640787,0.032854505058447225,0.06095457911796065,1
0.013901415904489216,15.097692734762248,0.08632407037631668,0.9764656608252382,0.03548033610277128,3.7507761013753975,0.18022548628080587,0.7225484982196538,0.777451501780346,0.14170424771346765,0.008390141590448921,0.07256056636179568,16.80391187041824,1.1875773455281726,0.003219716819102157,38.510209739579714,2.632564244920749,0.024394336382043136,0.033408495426935296,0.02,1
1.1729263919846562,8.590359901850652,0.03564945097638735,3.251596176260336,0.005652582353541897,3.1834583130566876,0.5748357059604466,1.3472769410082688,1.1009076863305771,0.0625978039055494,0.0007824725488193675,0.07248357059604467,13.733051647070837,1.8855868234332964,0.007652582353541897,33.03136152949586,5.5012675881812285,0.013051647070837946,0.12353680400767192,0.0625978039055494,1
1.2548848074283723,2.522790005182321,0.1772371154575534,0.5210359093264691,0.02724079283245158,5.585897733161728,0.1813858091539149,0.9810496994823373,0.286210859240192,0.3775828782382387,0.003965469689117696,0.05989870742666446,17.597269752159775,1.9455110595853005,0.003344843436960768,23.9313628255608,3.544848033679391,0.04103590932646912,0.12034989982744579,0.01689686873921536,1
1.5136372229302768,10.541918490159752,0.026633898892520026,2.2329728878177204,0.0013366101107479972,5.984593317265805,0.4329728878177203,1.023291585929563,0.5181322368736416,0.02019660664487983,0.0013464404429919888,0.10324813712055207,12.432704916739272,1.2424813712055207,0.0006633898892520029,36.28105439765797,2.4099524237109544,0.003366101107479972,0.1659457756354406,0.06,1
1.134114113957808,23.814070553702976,0.027317427319144966,3.3231742731914498,0.007329356829786242,0.836214731191543,0.2425632775744423,0.6596130745108745,0.8674367224255577,0.41853941855315974,0.004,0.0537169092042845,4.1016701314897785,1.2791358940852235,0.0071341286340427515,16.580954360851305,3.152205392255204,0.08731742731914496,0.07962759459581811,0.018658713659572484,1
2.2585801426699423,22.581749970010158,0.03349728228271908,1.9823505255495495,0.005524592342407862,5.625025848304014,0.6755190240209664,1.745135885864046,1.3127866891832924,0.9067758183141688,0.9067758183141688,0.12048084309215398,7.383222852817036,1.5032785360314498,0.008174864114135955,24.27863449701556,1.0126236261464372,0.06650271771728093,0.3704918468481572,0.02650271771728092,1
2.57161431295613,28.404170992701918,0.03077428753040868,2.2265887276151464,0.004154857506081736,5.3654054454995155,0.3176113995134612,0.9418772645373814,1.371285623479566,0.7121256489052876,0.6830898665149622,0.11079255217766801,11.618122735462618,1.867216972141584,0.008767713740877396,15.82062824452644,7.008765547202402,0.059225712469591324,0.13303141222632192,0.01542001271286074,1
3.3646993996435417,22.183836486690566,0.020775989666736955,0.7440556796688456,0.004077598966673696,2.1463836486690564,0.01862375200168695,1.379985198658513,1.2291361446656826,0.7702487956612545,0.7659808524942011,0.029569552466989994,0.8695172100189783,1.509399741668424,0.008922401033326303,4.021127452337058,6.701991307671376,0.09379208266610436,0.17534406199957825,0.09,1
3.8498989231508722,16.73514388335658,0.015955481907530954,1.6101944217811477,0.0075099143869850876,4.238466169486227,0.6163374757533484,0.2609389672946678,1.3335653133560776,0.2676244130821329,0.003148522506848622,0.13772803090065702,0.7820800882875916,1.8723269814725803,0.008722783760272933,29.25420878202047,6.202330847431135,0.03935653133560778,0.37975310681501134,0.07787130626712156,1
1.6988674152523289,4.916019326272904,0.03761771350644896,0.7896360667345688,0.002244337076261645,3.2544616308327354,0.7845711239420614,1.892738595870099,0.47321202224485626,0.6281674719280377,0.6281674719280377,0.12082361800859862,4.054790110160713,1.5800687081579485,0.006572410116542122,38.200363933265436,5.959251740993449,0.05061084269065411,0.44083735964018833,0.018778314618691776,1
3.861366926775716,19.30525910710421,0.02920070393443579,2.572635419672403,0.003169284918033522,6.517812401092438,0.6636998885246932,1.900616648087449,0.33153575409832386,0.014461899453556816,0.005061664808744885,0.15184877103828692,13.460604915846853,1.4233856983606703,0.005615474863389204,5.9414138557381015,2.0121054732233867,0.05,0.20691675956275574,0.043385698360670445,1
0.24134132736903546,17.756352696590824,0.03702625595146426,2.761777961334733,0.005702625595146426,3.7020405208493754,0.2758304732376613,0.334109571494573,0.2043436012133934,0.8671432708108744,0.8011261529333811,0.06282790982569117,6.09419805655816,1.747696919635982,0.0027434360121339338,45.89542236906779,4.213267729035121,0.04297374404853574,0.047026255951464264,0.01851312797573213,1
1.7774459268713743,10.221883876758806,0.04,1.953726316472204,0.00706769024428522,6.2343965128420225,0.6357850487001038,1.1055060003138808,0.9721842439713396,0.32609212198566984,0.007526168290003458,0.04791695609143647,1.6878437809280036,1.6986461951142955,0.001,10.276189608829766,1.9737196103991703,0.014738317099965426,0.07676902442852204,0.05,1
1.2786435346068619,17.13,0.5117287069213724,3.117413564653931,0.11629321767303431,3.8149102521359364,0.2,0.09405252371124016,0.13,0.94,0.94,0.031207444830564687,6.06,2.466818454785436,0.002,31.96706782326966,4.64,0.04,0.05,0.02,1
1.9194981892469571,1.9305569262198665,0.03973072280120403,2.089247283870436,0.0054057529804214105,4.019406330135585,0.27676867361444835,1.2324786102559875,0.7068237890812721,0.4622093330571914,0.4622093330571914,0.10972153689006675,9.55538554397592,1.6470379508132444,0.004946144560240806,12.443035536475854,5.140630413508965,0.04513463859939799,0.2670195789909698,0.06973072280120403,1
3.059843110194575,4.58384688596309,0.007331346062464623,0.5165578897349056,0.0016664574802594339,1.5399529330583726,0.6766865393753538,0.6198148700295989,0.5865296495699291,0.2932412913141509,0.2932412913141509,0.1393413870100118,16.356579854307665,1.3567116417442218,0.003999686220389151,10.596915598491274,3.446796362239151,0.01999686220389151,0.4133385629935141,0.016661437006485848,1
0.059139560863061824,24.892285256656308,0.03983228818818067,0.06727431661739036,0.03939623747745044,0.351529820622033,0.1130815213219073,0.01201254174183189,0.7777570377371894,0.009727285085520787,0.010710513904338859,0.14512162770762355,0.8603558379392977,0.6080501669673275,0.006016771181181933,2.316289925824316,1.0007335559564368,0.019832288188180676,0.039496864564542024,0.06,1
1.6664655652114855,18.798144030575834,0.02,1.8210122467810375,0.004804403995243782,6.785044376014954,0.562333445354172,1.473660263224051,0.9453645664005401,0.7181384112790903,0.7181384112790903,0.08957420517071499,17.99186158872091,1.3801572855444209,0.007195596004756218,20.544798338440625,2.9381125734669506,0.06403774853066099,0.23217615980975126,0.03397483431289268,1
0.4020989444024407,21.540026679189694,0.011447192900067798,2.7326070060094914,0.0037105614199864404,0.7443549182950507,0.5075100046961354,0.22037771130657646,1.1161931620965422,0.6551370200978982,0.5988412162852609,0.15728943858001357,10.375060028176811,1.3139371882039323,0.0005788771600271194,22.692881046205287,6.642112283997288,0.037105614199864405,0.4156584212997966,0.0214471929000678,1
0.2689653582672631,29.04,0.45690414179297123,4.3548108880554635,0.023221932836719916,6.187572544772652,0.34,0.16607163435237488,1.18,0.81,0.81,0.075,0.6301260746296912,1.245397238804686,0.005,40.74769861940234,4.88,0.08,0.04,0.01,1
0.3090559400201305,18.05635937013492,0.02,1.4064271751621185,0.006462511408660642,3.7393271601289255,0.429747033748233,1.296007301542811,1.2418789930312248,0.24331073165760042,0.006581301338972891,0.05565041071178313,13.863748859133937,1.118685617570994,0.002806232887009036,11.161129221204437,3.646368497063434,0.008062328870090361,0.1533107316576004,0.02,1
3.8597937691575237,0.8370493049128852,0.022080715762529627,1.5673183574546505,0.003597309474582346,2.6431569259295915,0.5055066942338864,1.400340757113359,0.6504752833842419,0.12886096813364933,0.0012080715762529625,0.09036233264415285,18.611345262708827,1.5448340628794728,0.007402690525417655,24.334690653736285,2.556152676971386,0.025973094745823457,0.4062421472875889,0.08,1
1.1442766637506743,8.572037401235898,0.034983178226759865,3.216616856904893,0.00575252326598602,3.072190763868898,0.5878280245781826,1.3192934855239145,1.1102355048253618,0.05993271290703946,0.0007491589113379933,0.07378280245781826,13.73505046531972,1.8695962774422368,0.00775252326598602,33.04535325723804,5.492272906061258,0.015050465319720402,0.13786166812466288,0.05993271290703946,1
0.8742609353168298,23.89164944185834,0.15585672908089532,0.44958299050337575,0.036192196291010274,2.809909159649413,0.6421304676584149,0.5982865418382093,0.6622213080090019,0.03699009317304305,0.0005439719584271036,0.11340978507438113,7.207896356388723,1.3887035513348336,0.0027824112166291584,27.29740710266967,2.6482597177910714,0.02435177566741683,0.05782411216629158,0.018912056083145792,1
0.29283447283775377,25.329600978842187,0.147732421729797,1.3851020511079568,0.04165986325946955,3.4259592804147943,0.6544535156540406,1.7334830082916701,0.5813741201571905,0.09611337891351016,0.008,0.12147392587563197,15.316893558970989,2.2293922849892667,0.001,47.33028115146527,0.7173650377411525,0.07611337891351015,0.023886621086489847,0.02,1
4.102198269433571,28.97459152757558,0.03585602624580106,1.4166540578107216,0.008,0.4,0.3409921837206074,0.6843578757465553,0.531828878406115,0.16375483289007337,0.0008618675415267021,0.07668095468458214,12.760835858132754,1.6440855607969425,0.004861867541526702,15.751653639534346,0.8639884847190991,0.01138132458473298,0.37303496411907866,0.03276264916946596,1
0.6936084788716693,9.792302432332948,0.9357047960786028,1.9795184139653328,0.05480414182473933,4.255841555421977,0.6293816546219589,0.40178665646243633,0.6830927030011585,0.04907199387746181,0.05449467630243285,0.12367353717086713,2.506563446418501,2.0149487152462346,0.0027697567667052834,43.59109993141271,1.0035039571422328,0.036151216166473585,0.04807560808323679,0.02807560808323679,1
3.3320767982544286,2.1813582960153495,0.02357283407969301,2.135826726375441,0.0038213582960153498,2.9189714394306367,0.38318406728660037,0.2729527174191245,0.7996702645540137,0.01786417039846504,0.0001786417039846504,0.03900590313471063,9.466776578481996,1.6867765784819955,0.007357283407969301,44.21982290595868,6.960851466528044,0.028213582960153496,0.23320374440230246,0.0782135829601535,1
3.1174478637903498,25.377804663342935,0.027843029785874124,1.6245279661872727,0.0073529089357622385,0.29981885976349654,0.8368605957174825,0.6523545532118881,0.9684248169383218,0.0941163574304895,0.0007843029785874127,0.04441218383509091,17.98922611077021,1.5811745361457343,0.001647091064237762,11.344945055864475,5.143166808884615,0.03294182128475525,0.2831339233620979,0.008627880856503498,1
0.02031332876195642,17.235179037801444,0.19205404410615867,1.686100797628987,0.07986074277246381,4.924612076357251,0.29073110044456496,0.07128812935470974,1.4273541126768123,0.16149701519601406,0.011022711229963122,0.07488511278728265,13.847345818752533,1.094491045588042,0.002013925722753619,37.27886935433115,3.340939986285869,0.0001740715344202351,0.06993037138623191,0.02,1
1.60478423013865,13.64902144538807,0.015248762766072902,1.52271164574826,0.0020497525532145794,0.5661613315685576,0.5642372152494199,1.5419901021285831,0.6602570109922535,0.71152556950116,0.677058694003948,0.06209785546119302,1.4334166929155752,1.246998350354764,0.005699835035476386,8.914187725892337,6.957255361347018,0.04300164964523614,0.15,0.07,1
2.448573521373175,3.2138206492031296,0.01,2.0718644459338305,0.005696892590110283,2.8394702753575256,0.6188079265713265,1.8416709075439344,0.8939887423294192,0.44376975867591645,0.2632893824061906,0.10972796668900746,2.391915336461044,1.8401426478626826,0.009,20.751981648532905,1.0757768524724294,0.06606214819779435,0.21076412984062598,0.05651553704944859,1
0.1438217522162723,9.72,0.05,3.29,0.006,5.25,0.06,1.17,0.9,0.51,0.51,0.13,2.85,1.31,0.01,42.85,4.23,0.0,0.03,0.01,1
2.5090654215347685,1.5580243803077887,0.022016253538525758,2.5350329144577173,0.0038024380307788643,4.540406338463145,0.26374807015285073,0.7454798867671756,1.254276310154938,0.450609507694716,0.450609507694716,0.04124632258479842,5.573707436306536,1.4381869156930462,0.007802438030778864,23.142351080600967,6.298024380307789,0.05806501415410305,0.30584559138400524,0.06798374646147423,1
0.7859103680747813,14.312288169072444,0.043622199002336916,1.842051240394872,0.02015709586074648,0.33134045436215526,0.29409605635748143,0.2238591276799092,1.41,0.0,0.0008503734663550779,0.05,7.85,0.9707919037359951,0.003,0.8420512403948721,0.5364589187009414,0.03,0.16874066334112306,0.04,1
2.5334856900799076,1.3008532498928091,0.04,2.98948508159553,0.008114705434937957,1.4526175978431755,0.6209704674332486,0.5610001521210943,0.443926396764763,0.12394123910868593,0.00398382554277919,0.014639709237965318,11.844543690365748,1.503764652192555,0.0018852945650620423,24.087161288208925,5.361426016462027,0.07114705434937958,0.12474996196972642,0.05114705434937958,1
3.1350214443828914,4.198315694567697,0.018192736696229634,1.8336545611603827,0.0018192736696229636,3.263328576311766,0.490040034552842,1.4067086040281356,0.9156219626755211,0.5088361437546418,0.5088361437546418,0.10179124948263357,1.1605233033998863,1.625581928122679,0.009453817553584692,50.877349156873606,1.7269087767923454,0.08726908776792346,0.28,0.008192736696229632,1
3.5398122804064025,14.408858819411552,0.014542041461934593,1.9698611647710504,0.00622710207309673,4.27597223295421,0.32139264757355596,1.300225263512317,0.3793730938276968,0.8963738756141962,0.8963738756141962,0.008864489634516352,13.307413764892413,1.4550563158780792,0.00577289792690327,31.187203364406958,2.6193468903549055,0.051355103654836476,0.3072897926903271,0.018168165847738366,1
0.019775482715520876,20.770933992500634,0.03022451728447912,2.485026942522037,0.005089806913791648,4.191450381508435,0.415388414827499,0.7593264481465627,0.5853884148274989,0.46050067346973844,0.3583468790925453,0.10147148629740615,1.3730736414005693,1.3496026043318219,0.007977548271552087,40.98455994627172,3.803558599332244,0.06578581049567693,0.05398967221984396,0.025336775926718687,1
0.4560655673019285,22.956419599165752,0.01,1.7578426700419605,0.004424262269207714,1.821560596485665,0.6663672084573885,0.661239308814568,1.1009049234663801,0.5515082057773001,0.40386493609301566,0.16124262269207715,12.477954000297235,1.4887999842167055,0.0016970490768308559,22.940622928826556,5.9745115196548095,0.056970490768308554,0.3478754142346886,0.04545573615246284,1
0.03424545704540425,0.8959349530660774,0.04949697136360283,0.6747484856818015,0.06712272852270212,0.24639847193207806,0.06812878579549647,0.9702014730690285,0.39597577090882263,0.007625757159099292,0.004712272852270213,0.04735409553399786,2.7025546529523825,0.18684092784053186,0.002474848568180142,8.615674215341453,1.163118254316723,0.014245457045404246,0.05525151431819858,0.024748485681801415,1
1.738809009253362,25.226142197490198,0.02,1.7428898666497488,0.0043001394093041155,1.6160585519077284,0.54,0.8169428421853127,0.39293168944098344,0.20802230548865847,0.0013001394093041154,0.03514658447204917,11.943788097857745,1.511521608442138,0.0032503485232602885,12.737054369628606,3.850153350234527,0.05,0.15849233248827366,0.03250348523260289,1
0.06,5.652245096436816,0.08548468147269904,0.611657480998447,0.01903063705460193,0.2041586966739415,0.06709191116380579,0.05806127410920386,1.1413259847987576,0.0,0.004806127410920386,0.0688111525416544,2.6992113793322705,0.46801102280186363,0.001,0.9980361484555337,0.9820141028518063,0.04612254821840771,0.04709191116380579,0.06096936294539808,1
2.369471835944913,5.952765691974683,0.0106501277898031,0.1328841238853727,0.001,1.1103937332698077,0.7301024330360993,0.3491965345857949,0.3009378961994844,0.056911010042428545,0.0009897566963900616,0.15584475055839195,15.728636372781526,1.4802048660721987,0.0027525608259024847,11.048533939745429,4.357352739936006,0.019897566963900618,0.397832907367323,0.004948783481950308,1
2.1267510575240665,26.995683394517094,0.03,2.040704116428812,0.005029912602721547,6.029231463020243,0.25,1.63481822671092,0.6229590499966824,0.27793832808496405,0.18628347185263727,0.168481822671092,15.869903369173583,1.1851495630136077,0.005272434452041161,5.056548562323267,3.7434928815001682,0.026976529452372916,0.3260469410952541,0.022126092465980657,1
1.316359954003755,19.21239427461275,0.02980985686531875,1.0996972998687435,0.007866899805723127,6.483752602992819,0.8396197137306375,1.6969926807035691,0.9101901431346813,0.002662003885537445,0.00011408588080874787,0.020007758613810607,4.022844502599051,1.3484788549225502,0.008038028626936249,26.679472185875593,6.986274723444481,0.03057042940404374,0.18456343523234991,0.04038028626936249,1
0.05792314661594979,8.633367052780653,0.051692586463799164,0.3886093910283178,0.04415370676810042,0.16515098874605855,0.035846293231899584,0.020768533840502076,0.13968896243440998,0.0,0.007546202631164854,0.1119844481217205,6.815526195592837,0.20246112030430125,0.0026230560152150626,1.9599177105718661,0.6135406917103934,0.02038426692025104,0.06376943984784939,0.06584629323189958,1
2.525646239734347,13.560582869084872,0.01735428272878212,2.266730849383731,0.00467714136439106,3.2616573816974306,0.2961885445590391,0.47654334975095036,0.7934059889520451,0.4397769846254523,0.42866497208633714,0.12594171309151284,2.7600811285203593,1.622736942828402,0.00532285863560894,15.149148502761989,6.416817026422502,0.03,0.47264571727121785,0.020582869084871523,1
0.13013746376356175,22.808385289577267,0.4376631160194503,0.9324743477441115,0.053424975842374496,0.7347996134779919,0.5872623429754342,1.0374114249856652,1.1398741544831075,0.2543756039406375,0.1993332029869021,0.042,13.103905121416606,2.3732875120788126,0.0026437560394063754,46.29803098951993,2.4151771500286694,0.0634249758423745,0.0365750241576255,0.02,1
2.224748083415367,11.64962777509842,0.029788833252952597,3.2723649576771665,0.008476350423228338,1.6891057738681197,0.574070811368109,0.3263685912893732,1.0635642309547249,0.19192555501968397,0.0007381752116141691,0.12374825187499948,10.434998626377942,1.5711656843996076,0.0030472991535433237,39.333192006053146,1.2384802587598471,0.09,0.12189196614173295,0.007854743651574927,1
0.15208419028417092,21.12,0.04,0.61,0.005,1.99,0.25,0.83,1.09,0.10545972559313205,0.0015508783175460597,0.084,5.88,1.46,0.001,27.44,4.6,0.06,0.04,0.01,1
1.5895805577364652,25.404918523466783,0.15596313226612862,2.926144806362492,0.024523377130768118,4.357055841417303,0.4152604860565884,1.897317659760388,0.6305984517869049,0.2003900629416342,0.2003900629416342,0.11488805760999184,3.2784397482334633,1.5413545274942595,0.0027421854183023488,38.27661234897785,2.2157787935967717,0.027317659760388135,0.10773443745092953,0.055156291633953025,1
1.4360558295243595,19.57418339020179,0.030159363934851566,1.232310603231476,0.001,4.649980036052176,0.41446219017584385,1.139243108221391,1.1827091868924766,0.4317729672311916,0.4317729672311916,0.14821911671922733,12.345896465589508,1.1165139573810898,0.005984063606514843,11.079362544260594,2.345796993498129,0.01984063606514843,0.37175300328336724,0.07523904590227734,1
2.986494071130251,10.640094930398465,0.05,0.3991312482081719,0.0029036317809706504,6.6406314257956645,0.7723380076768847,0.8048658761507002,0.6110586125887589,0.5639021939604066,0.4466384762526146,0.11309636821902935,2.107092409932323,1.3936648679642432,0.0012385472876117398,7.100790364890159,3.456413518937426,0.0347709457522348,0.21766199232311528,0.0509636821902935,1
0.07704548627266714,20.799809007766736,0.1440909725453343,1.8993527490427122,0.03288113254822584,1.4162759333502006,0.6106293803915899,0.9425876078317978,0.7646681372371841,0.36603132941984406,0.3237410996170848,0.02940909725453343,10.378269901921806,2.001958227440208,0.0053583894118922745,51.00464887067413,1.1375003489993385,0.03610141568528231,0.05421327451051264,0.024842654902102527,1
3.0543733452747595,18.346431825260538,0.0233668821056374,0.48852703369256856,0.0032177490525816805,4.984757566319282,0.46584631158219075,1.1690758189246644,0.6513723199905193,0.4233668821056374,0.0031189391579820596,0.09632662357887252,8.80984426101371,1.6766331178943625,0.00233668821056374,4.747081256809547,5.844510720037923,0.0555443726314542,0.1265324715774504,0.0666331178943626,1
3.0851015517756517,6.238984311080759,0.7633518076660412,4.2781625170735875,0.04990489427181154,6.910346265366228,0.5964219816032101,0.08351338675943303,1.3299676841813217,0.693795020488305,0.693795020488305,0.05671560367935796,5.692322220206588,1.793795020488305,0.006825946452962268,22.701135743554723,0.9963896657845317,0.06477839358886804,0.018702677351886604,0.01566481923339589,1
